Tran #,Date,Card Type,Amount,Items,# of Items,Date_Only
18392347140,2024-04-01 19:15:00,Cash,2.0,001C($2.00),1.0,2024-04-01
18392596563,2024-04-01 21:03:00,Cash,3.75,0002($3.75),1.0,2024-04-01
18392625840,2024-04-01 21:17:00,Cash,1.0,0003($1.00),1.0,2024-04-01
18392625806,2024-04-01 21:17:00,MasterCard (Swiped),5.5,"0003($2.25), 0006($3.25)",2.0,2024-04-01
18396265580,2024-04-02 12:33:00,Visa (Google Pay EMV),2.0,0022($2.00),1.0,2024-04-02
18396269126,2024-04-02 12:33:00,Cash,2.0,0024($2.00),1.0,2024-04-02
18396850847,2024-04-02 14:05:00,Visa (Apple Pay Cash EMV),4.0,"001C($2.00), 001C($2.00)",2.0,2024-04-02
18397179627,2024-04-02 15:08:00,Cash,2.0,0024($2.00),1.0,2024-04-02
18397397436,2024-04-02 15:55:00,Visa (EMV Contactless),2.0,001F($2.00),1.0,2024-04-02
18398094278,2024-04-02 19:06:00,Cash,2.0,0021($2.00),1.0,2024-04-02
18400401942,2024-04-03 08:51:00,Visa (Apple Pay EMV),2.0,001B($2.00),1.0,2024-04-03
18403584307,2024-04-03 17:10:00,Visa (Apple Pay Cash EMV),2.0,001B($2.00),1.0,2024-04-03
18403587238,2024-04-03 17:11:00,Visa (Apple Pay Cash EMV),3.25,0003($3.25),1.0,2024-04-03
18403590974,2024-04-03 17:12:00,Visa (Apple Pay Cash EMV),2.0,001F($2.00),1.0,2024-04-03
18403857949,2024-04-03 18:29:00,MasterCard (EMV Contactless),4.5,"002A($1.50), 0010($3.00)",2.0,2024-04-03
18427505465,2024-04-08 17:55:00,Visa (EMV Contactless),3.25,0005($3.25),1.0,2024-04-08
18427502644,2024-04-08 17:55:00,Visa (EMV Contactless),3.25,0005($3.25),1.0,2024-04-08
18432918698,2024-04-09 15:51:00,Visa (EMV Contactless),3.25,0004($3.25),1.0,2024-04-09
18433000981,2024-04-09 16:08:00,Visa (Swiped),1.5,002A($1.50),1.0,2024-04-09
18433492822,2024-04-09 18:19:00,Visa (Apple Pay EMV),3.75,0002($3.75),1.0,2024-04-09
18450850078,2024-04-12 17:00:00,Visa (EMV Contactless),3.25,0004($3.25),1.0,2024-04-12
18481420356,2024-04-18 16:07:00,Visa (EMV Contactless),3.25,0007($3.25),1.0,2024-04-18
18505585375,2024-04-23 15:15:00,Visa (EMV Contactless),1.5,002A($1.50),1.0,2024-04-23
18524521444,2024-04-26 21:05:00,Visa (EMV Contactless),3.25,0006($3.25),1.0,2024-04-26
18524519882,2024-04-26 21:05:00,Visa (EMV Contactless),3.25,0004($3.25),1.0,2024-04-26
18550949560,2024-05-02 10:07:00,Cash,3.25,0003($3.25),1.0,2024-05-02
18553321913,2024-05-02 16:28:00,Cash,1.5,002A($1.50),1.0,2024-05-02
18558001997,2024-05-03 12:57:00,Visa (Apple Pay EMV),5.5,"001C($2.75), 001C($2.75)",2.0,2024-05-03
18558006149,2024-05-03 12:58:00,Visa (Apple Pay EMV),8.25,"001C($2.75), 001C($2.75), 001C($2.75)",3.0,2024-05-03
18559876729,2024-05-03 21:08:00,Cash,2.75,001B($2.75),1.0,2024-05-03
18559995722,2024-05-03 22:13:00,Visa (EMV Contactless),1.25,0011($1.25),1.0,2024-05-03
18560043139,2024-05-03 22:44:00,Visa (Apple Pay EMV),6.75,"0014($2.25), 0014($2.25), 0014($2.25)",3.0,2024-05-03
18562604464,2024-05-04 14:54:00,Cash,1.25,000F($1.25),1.0,2024-05-04
18562962981,2024-05-04 16:40:00,Visa (Apple Pay EMV),1.25,000F($1.25),1.0,2024-05-04
18563586957,2024-05-04 21:09:00,Cash,1.25,001A($1.25),1.0,2024-05-04
18563661663,2024-05-04 22:01:00,Visa (EMV Contactless),4.0,000A($4.00),1.0,2024-05-04
18563662526,2024-05-04 22:02:00,Cash,4.0,000A($4.00),1.0,2024-05-04
18564642095,2024-05-05 09:51:00,MasterCard (EMV Contactless),4.0,000A($4.00),1.0,2024-05-05
18564772039,2024-05-05 10:29:00,Visa (Apple Pay EMV),5.5,"001B($2.75), 001B($2.75)",2.0,2024-05-05
18565833372,2024-05-05 15:29:00,Visa (EMV Contactless),4.0,000D($4.00),1.0,2024-05-05
18566622118,2024-05-05 21:22:00,Visa (EMV Contactless),1.25,001A($1.25),1.0,2024-05-05
18566627419,2024-05-05 21:26:00,Cash,2.75,0025($2.75),1.0,2024-05-05
18569031828,2024-05-06 09:57:00,Visa (Apple Pay EMV),1.25,000F($1.25),1.0,2024-05-06
18570436171,2024-05-06 13:10:00,Visa (Apple Pay EMV),2.25,0022($2.25),1.0,2024-05-06
18570735658,2024-05-06 14:01:00,Cash,1.25,000F($1.25),1.0,2024-05-06
18571991951,2024-05-06 19:13:00,Visa (Apple Pay EMV),7.5,"0001($3.75), 0000($3.75)",2.0,2024-05-06
18575617527,2024-05-07 11:36:00,Cash,1.0,002E($1.00),1.0,2024-05-07
18576667537,2024-05-07 14:12:00,Cash,2.25,0020($2.25),1.0,2024-05-07
18577887064,2024-05-07 19:19:00,Visa (Google Pay EMV),2.0,"002E($1.00), 002E($1.00)",2.0,2024-05-07
18580609706,2024-05-08 09:38:00,Visa (EMV Contactless),4.0,000C($4.00),1.0,2024-05-08
18583557712,2024-05-08 18:11:00,Visa (Apple Pay EMV),6.75,"0016($2.25), 0016($2.25), 0016($2.25)",3.0,2024-05-08
18583709030,2024-05-08 19:02:00,Visa (Apple Pay EMV),7.75,"0001($3.75), 000B($4.00)",2.0,2024-05-08
18584138233,2024-05-08 22:14:00,Visa (EMV Contactless),1.25,000F($1.25),1.0,2024-05-08
18584153370,2024-05-08 22:23:00,Visa (Apple Pay EMV),2.25,0022($2.25),1.0,2024-05-08
18584154157,2024-05-08 22:24:00,Visa (Apple Pay EMV),2.25,0020($2.25),1.0,2024-05-08
18584229030,2024-05-08 23:12:00,Cash,2.75,0025($2.75),1.0,2024-05-08
18584230464,2024-05-08 23:13:00,Cash,1.25,0012($1.25),1.0,2024-05-08
18584251648,2024-05-08 23:29:00,Cash,1.0,0028($1.00),1.0,2024-05-08
18584252371,2024-05-08 23:30:00,Cash,1.0,0028($1.00),1.0,2024-05-08
18584252988,2024-05-08 23:30:00,Cash,1.0,0028($1.00),1.0,2024-05-08
18584396492,2024-05-09 01:32:00,Cash,1.25,0010($1.25),1.0,2024-05-09
18584397755,2024-05-09 01:33:00,Cash,1.25,0010($1.25),1.0,2024-05-09
18584416437,2024-05-09 01:51:00,Cash,1.25,000F($1.25),1.0,2024-05-09
18586507110,2024-05-09 09:36:00,Visa (EMV Contactless),4.0,000C($4.00),1.0,2024-05-09
18588029112,2024-05-09 13:02:00,Cash,1.25,0018($1.25),1.0,2024-05-09
18589556828,2024-05-09 18:35:00,Cash,1.0,0029($1.00),1.0,2024-05-09
18592679308,2024-05-10 10:27:00,Visa (EMV Contactless),4.0,000A($4.00),1.0,2024-05-10
18597664473,2024-05-11 12:39:00,Cash,2.25,0014($2.25),1.0,2024-05-11
18599102136,2024-05-11 20:32:00,Cash,4.0,000E($4.00),1.0,2024-05-11
18600110510,2024-05-12 09:30:00,MasterCard (EMV Contactless),4.0,000B($4.00),1.0,2024-05-12
18600709176,2024-05-12 12:27:00,MasterCard (EMV Contactless),4.0,000C($4.00),1.0,2024-05-12
18601134248,2024-05-12 14:35:00,Visa (Apple Pay EMV),6.75,"0014($2.25), 0014($2.25), 0014($2.25)",3.0,2024-05-12
18601591603,2024-05-12 17:26:00,Visa (EMV Contactless),4.0,000C($4.00),1.0,2024-05-12
18601850421,2024-05-12 19:35:00,Visa (Apple Pay EMV),2.25,001F($2.25),1.0,2024-05-12
18603587624,2024-05-13 08:09:00,Visa (EMV Contactless),2.25,0016($2.25),1.0,2024-05-13
18603637456,2024-05-13 08:17:00,Visa (EMV Contactless),2.25,0016($2.25),1.0,2024-05-13
18604809579,2024-05-13 10:52:00,Visa (EMV Contactless),4.5,"0016($2.25), 0016($2.25)",2.0,2024-05-13
18605018892,2024-05-13 11:20:00,Visa (Apple Pay EMV),2.25,0016($2.25),1.0,2024-05-13
18605117941,2024-05-13 11:34:00,Visa (Apple Pay EMV),2.25,0015($2.25),1.0,2024-05-13
18606703764,2024-05-13 16:14:00,MasterCard (EMV Contactless),1.25,0018($1.25),1.0,2024-05-13
18606928470,2024-05-13 17:13:00,Visa (EMV Contactless),6.5,"000F($1.25), 000D($4.00), 000F($1.25)",3.0,2024-05-13
18606940575,2024-05-13 17:16:00,Visa (EMV Contactless),8.0,"000E($4.00), 000D($4.00)",2.0,2024-05-13
18607314164,2024-05-13 19:19:00,Visa (Apple Pay EMV),5.5,"0024($2.75), 001B($2.75)",2.0,2024-05-13
18610534536,2024-05-14 10:49:00,Visa (Apple Pay EMV),2.25,0015($2.25),1.0,2024-05-14
18611276138,2024-05-14 12:30:00,Visa (EMV Contactless),8.0,"000D($4.00), 000D($4.00)",2.0,2024-05-14
18611935529,2024-05-14 14:18:00,Visa (EMV Contactless),8.0,"000B($4.00), 000A($4.00)",2.0,2024-05-14
18612246783,2024-05-14 15:21:00,Visa (EMV Contactless),8.25,"001B($2.75), 001C($2.75), 001B($2.75)",3.0,2024-05-14
18612254194,2024-05-14 15:23:00,Visa (EMV Contactless),6.5,"000A($4.00), 000F($1.25), 0017($1.25)",3.0,2024-05-14
18612261186,2024-05-14 15:25:00,Visa (EMV Contactless),9.25,"000B($4.00), 000B($4.00), 0017($1.25)",3.0,2024-05-14
18612817308,2024-05-14 17:45:00,Visa (EMV Contactless),8.0,"000B($4.00), 000C($4.00)",2.0,2024-05-14
18613342476,2024-05-14 21:08:00,Visa (Apple Pay EMV),2.25,0015($2.25),1.0,2024-05-14
18615797736,2024-05-15 09:39:00,Visa (Apple Pay EMV),2.75,001B($2.75),1.0,2024-05-15
18619009179,2024-05-15 20:04:00,Visa (Apple Pay EMV),1.0,0028($1.00),1.0,2024-05-15
18668850179,2024-05-25 19:42:00,Cash,1.25,0010($1.25),1.0,2024-05-25
18671806411,2024-05-26 19:18:00,Cash,1.25,001A($1.25),1.0,2024-05-26
18671814232,2024-05-26 19:22:00,Cash,1.25,0017($1.25),1.0,2024-05-26
18673841882,2024-05-27 13:30:00,Visa (Apple Pay EMV),2.25,0015($2.25),1.0,2024-05-27
18674756342,2024-05-27 19:19:00,MasterCard (EMV Contactless),2.25,0020($2.25),1.0,2024-05-27
18677726650,2024-05-28 11:08:00,Visa (Apple Pay EMV),2.25,0015($2.25),1.0,2024-05-28
18678883723,2024-05-28 14:11:00,Cash,1.25,0012($1.25),1.0,2024-05-28
18683813509,2024-05-29 12:18:00,Cash,2.25,0014($2.25),1.0,2024-05-29
18685621912,2024-05-29 18:45:00,Visa (Apple Pay Cash EMV),2.75,001B($2.75),1.0,2024-05-29
18688613693,2024-05-30 10:05:00,Visa (Apple Pay EMV),1.25,0018($1.25),1.0,2024-05-30
18691152483,2024-05-30 17:38:00,MasterCard (EMV Contactless),2.75,0023($2.75),1.0,2024-05-30
18698255211,2024-06-01 07:54:00,Cash,2.75,0025($2.75),1.0,2024-06-01
18702314030,2024-06-02 11:37:00,Visa (Apple Pay EMV),2.25,0015($2.25),1.0,2024-06-02
18702476018,2024-06-02 12:20:00,Visa (Apple Pay EMV),2.25,0015($2.25),1.0,2024-06-02
18707733405,2024-06-03 13:55:00,Cash,2.25,0014($2.25),1.0,2024-06-03
18708574607,2024-06-03 17:01:00,Cash,1.25,0017($1.25),1.0,2024-06-03
18709248049,2024-06-03 20:59:00,Visa (Google Pay EMV),4.5,"0015($2.25), 0015($2.25)",2.0,2024-06-03
18709279516,2024-06-03 21:14:00,Visa (Apple Pay Cash EMV),2.25,0021($2.25),1.0,2024-06-03
18718805233,2024-06-05 13:23:00,Visa (Apple Pay EMV),2.75,0024($2.75),1.0,2024-06-05
18723590639,2024-06-06 11:06:00,Visa (Apple Pay EMV),4.0,000C($4.00),1.0,2024-06-06
18723583627,2024-06-06 11:06:00,Visa (EMV Contactless),6.25,"0016($2.25), 000B($4.00)",2.0,2024-06-06
18723708126,2024-06-06 11:22:00,Visa (Apple Pay EMV),2.25,0022($2.25),1.0,2024-06-06
18729518245,2024-06-07 12:07:00,Visa (EMV Contactless),4.25,"0019($1.25), 0003($3.00)",2.0,2024-06-07
18736314210,2024-06-09 09:05:00,Visa (Apple Pay EMV),4.0,000C($4.00),1.0,2024-06-09
18740516072,2024-06-10 09:27:00,Visa (Apple Pay EMV),9.0,"001E($2.25), 000A($4.00), 0023($2.75)",3.0,2024-06-10
18741462469,2024-06-10 11:44:00,Visa (Apple Pay EMV),4.0,000A($4.00),1.0,2024-06-10
18741924582,2024-06-10 12:55:00,Visa (Apple Pay EMV),1.25,0010($1.25),1.0,2024-06-10
18741954332,2024-06-10 13:00:00,Visa (Apple Pay EMV),4.5,"0022($2.25), 0022($2.25)",2.0,2024-06-10
18747421194,2024-06-11 12:45:00,Visa (Apple Pay EMV),3.5,"0014($2.25), 001A($1.25)",2.0,2024-06-11
18747521405,2024-06-11 13:01:00,Visa (Apple Pay EMV),6.25,"000A($4.00), 0016($2.25)",2.0,2024-06-11
18749115618,2024-06-11 19:19:00,Visa (Apple Pay EMV),7.75,"0022($2.25), 0023($2.75), 0024($2.75)",3.0,2024-06-11
18752219185,2024-06-12 10:48:00,Visa (Apple Pay EMV),3.5,"0014($2.25), 0010($1.25)",2.0,2024-06-12
18753264254,2024-06-12 13:28:00,Visa (Apple Pay EMV),4.0,000A($4.00),1.0,2024-06-12
18753480712,2024-06-12 14:07:00,Cash,1.25,001A($1.25),1.0,2024-06-12
18760371803,2024-06-13 19:22:00,MasterCard (EMV Contactless),2.75,0025($2.75),1.0,2024-06-13
18765363212,2024-06-14 17:26:00,Visa (Swiped),1.25,0019($1.25),1.0,2024-06-14
18772411497,2024-06-16 19:02:00,MasterCard (EMV Contactless),2.75,0025($2.75),1.0,2024-06-16
18775037114,2024-06-17 10:21:00,Visa (Apple Pay EMV),2.25,0016($2.25),1.0,2024-06-17
18775449883,2024-06-17 11:25:00,Cash,1.25,001A($1.25),1.0,2024-06-17
18775828930,2024-06-17 12:23:00,Visa (Apple Pay EMV),4.0,000C($4.00),1.0,2024-06-17
18777696778,2024-06-17 19:42:00,MasterCard (EMV Contactless),2.75,0024($2.75),1.0,2024-06-17
18781713756,2024-06-18 13:28:00,Visa (Apple Pay Cash EMV),4.5,"0016($2.25), 0016($2.25)",2.0,2024-06-18
18783181275,2024-06-18 19:35:00,Visa (Apple Pay EMV),4.0,000A($4.00),1.0,2024-06-18
18793053325,2024-06-20 16:09:00,Visa (EMV Contactless),1.0,002C($1.00),1.0,2024-06-20
18796021110,2024-06-21 09:07:00,Cash,1.25,001A($1.25),1.0,2024-06-21
18800839503,2024-06-22 10:00:00,Cash,4.0,000A($4.00),1.0,2024-06-22
18800845140,2024-06-22 10:01:00,Visa (Apple Pay EMV),2.75,0023($2.75),1.0,2024-06-22
18802942996,2024-06-22 20:34:00,Visa (Apple Pay EMV),2.75,0024($2.75),1.0,2024-06-22
18802946123,2024-06-22 20:35:00,Visa (Apple Pay EMV),4.0,000B($4.00),1.0,2024-06-22
18808757467,2024-06-24 11:02:00,Visa (EMV Contactless),1.25,0019($1.25),1.0,2024-06-24
18809078427,2024-06-24 11:52:00,Cash,2.25,0014($2.25),1.0,2024-06-24
18810401355,2024-06-24 15:58:00,Visa (Apple Pay EMV),6.75,"001F($2.25), 001F($2.25), 001F($2.25)",3.0,2024-06-24
18812464884,2024-06-25 06:19:00,Visa (Apple Pay EMV),8.0,"000B($4.00), 000B($4.00)",2.0,2024-06-25
18816571468,2024-06-25 18:49:00,MasterCard (EMV Contactless),2.75,0024($2.75),1.0,2024-06-25
18817079793,2024-06-25 22:43:00,Visa (Google Pay EMV),5.5,"0023($2.75), 0023($2.75)",2.0,2024-06-25
18825165523,2024-06-27 10:12:00,Cash,1.0,002C($1.00),1.0,2024-06-27
18827945723,2024-06-27 19:31:00,Visa (Swiped),2.75,0023($2.75),1.0,2024-06-27
18833177110,2024-06-28 18:38:00,Visa (Swiped),2.75,0023($2.75),1.0,2024-06-28
18833266046,2024-06-28 19:08:00,Visa (Apple Pay EMV),1.0,002B($1.00),1.0,2024-06-28
18836537790,2024-06-29 15:50:00,Cash,2.25,0015($2.25),1.0,2024-06-29
18837282467,2024-06-29 20:43:00,Visa (EMV Contactless),4.5,"0016($2.25), 0016($2.25)",2.0,2024-06-29
18837358617,2024-06-29 21:29:00,Visa (Apple Pay EMV),2.25,0014($2.25),1.0,2024-06-29
18837359567,2024-06-29 21:30:00,Visa (Apple Pay EMV),4.5,"0014($2.25), 0014($2.25)",2.0,2024-06-29
18838461246,2024-06-30 09:58:00,Visa (Apple Pay EMV),1.25,0019($1.25),1.0,2024-06-30
18839863970,2024-06-30 16:49:00,Visa (Apple Pay EMV),6.75,"0015($2.25), 0015($2.25), 0015($2.25)",3.0,2024-06-30
18843165397,2024-07-01 11:11:00,Cash,2.25,0020($2.25),1.0,2024-07-01
18843639498,2024-07-01 12:24:00,Visa (Apple Pay EMV),2.25,0022($2.25),1.0,2024-07-01
18845163449,2024-07-01 17:44:00,Visa (Apple Pay EMV),2.75,0023($2.75),1.0,2024-07-01
18848703663,2024-07-02 11:23:00,Visa (Apple Pay EMV),2.25,0022($2.25),1.0,2024-07-02
18848712703,2024-07-02 11:24:00,Visa (Apple Pay EMV),6.75,"0020($2.25), 0020($2.25), 0020($2.25)",3.0,2024-07-02
18856675383,2024-07-03 21:10:00,Cash,1.0,002E($1.00),1.0,2024-07-03
18856674663,2024-07-03 21:10:00,Cash,1.0,002D($1.00),1.0,2024-07-03
18858403547,2024-07-04 11:29:00,Visa (Apple Pay EMV),2.25,001F($2.25),1.0,2024-07-04
18863561924,2024-07-05 17:31:00,Visa (Apple Pay EMV),4.0,000C($4.00),1.0,2024-07-05
18864443210,2024-07-06 02:31:00,Cash,2.25,0020($2.25),1.0,2024-07-06
18865746533,2024-07-06 11:04:00,Cash,1.25,0019($1.25),1.0,2024-07-06
18869048580,2024-07-07 11:53:00,Visa (Apple Pay EMV),2.25,0022($2.25),1.0,2024-07-07
18870600771,2024-07-07 21:40:00,Visa (Apple Pay EMV),1.0,002A($1.00),1.0,2024-07-07
18873985230,2024-07-08 13:14:00,Visa (Apple Pay Cash EMV),1.25,0019($1.25),1.0,2024-07-08
18875347398,2024-07-08 18:42:00,Cash,4.0,000C($4.00),1.0,2024-07-08
18877829309,2024-07-09 09:22:00,Visa (Apple Pay EMV),2.75,001C($2.75),1.0,2024-07-09
18881138195,2024-07-09 21:19:00,Cash,4.0,000C($4.00),1.0,2024-07-09
18884330115,2024-07-10 11:53:00,Visa (Apple Pay EMV),4.5,"0021($2.25), 001F($2.25)",2.0,2024-07-10
18886332151,2024-07-10 19:05:00,Visa (Apple Pay EMV),2.75,0026($2.75),1.0,2024-07-10
18886629378,2024-07-10 21:06:00,Cash,2.25,0021($2.25),1.0,2024-07-10
18886987910,2024-07-11 01:12:00,Visa (Apple Pay EMV),2.25,001E($2.25),1.0,2024-07-11
18891081807,2024-07-11 15:18:00,Cash,4.0,000A($4.00),1.0,2024-07-11
18891884635,2024-07-11 18:47:00,Cash,3.0,000C($3.00),1.0,2024-07-11
18891884585,2024-07-11 18:47:00,Visa (EMV Contactless),1.0,000C($1.00),1.0,2024-07-11
18899280242,2024-07-13 10:33:00,Visa (Apple Pay Cash EMV),6.25,"001A($1.25), 0021($2.25), 0025($2.75)",3.0,2024-07-13
18904367394,2024-07-14 20:55:00,Visa (EMV Contactless),1.25,0018($1.25),1.0,2024-07-14
18904456508,2024-07-14 21:57:00,Visa (Apple Pay EMV),4.0,000B($4.00),1.0,2024-07-14
18906898927,2024-07-15 10:30:00,Visa (Apple Pay EMV),8.0,"000B($4.00), 000B($4.00)",2.0,2024-07-15
18907533594,2024-07-15 12:07:00,Visa (Apple Pay EMV),1.25,0019($1.25),1.0,2024-07-15
18908118143,2024-07-15 13:45:00,Visa (Apple Pay EMV),6.75,"0021($2.25), 0021($2.25), 001F($2.25)",3.0,2024-07-15
18913203541,2024-07-16 12:33:00,Visa (Apple Pay EMV),2.25,0015($2.25),1.0,2024-07-16
18913287866,2024-07-16 12:47:00,Visa (Apple Pay EMV),8.0,"000C($4.00), 000B($4.00)",2.0,2024-07-16
18915471031,2024-07-16 23:40:00,Visa (Apple Pay EMV),2.25,001E($2.25),1.0,2024-07-16
18922948924,2024-07-18 09:05:00,Visa (Apple Pay EMV),4.0,000A($4.00),1.0,2024-07-18
18929412958,2024-07-19 11:11:00,Visa (Apple Pay EMV),4.75,"0019($1.25), 001E($2.25), 0019($1.25)",3.0,2024-07-19
18929493252,2024-07-19 11:24:00,Visa (Apple Pay EMV),1.0,0030($1.00),1.0,2024-07-19
18930055066,2024-07-19 12:57:00,Visa (Apple Pay EMV),3.0,"0030($1.00), 0029($1.00), 0029($1.00)",3.0,2024-07-19
18930059956,2024-07-19 12:58:00,Visa (Apple Pay EMV),1.0,0029($1.00),1.0,2024-07-19
18935157597,2024-07-20 17:15:00,Visa (Apple Pay EMV),8.0,"000A($4.00), 000A($4.00)",2.0,2024-07-20
18935765739,2024-07-20 22:03:00,Visa (Google Pay EMV),3.0,0008($3.00),1.0,2024-07-20
18935767108,2024-07-20 22:03:00,Visa (Google Pay EMV),3.0,0008($3.00),1.0,2024-07-20
18936728939,2024-07-21 09:34:00,Visa (Apple Pay EMV),1.25,0018($1.25),1.0,2024-07-21
18937389688,2024-07-21 12:36:00,Visa (EMV Contactless),3.75,"0017($1.25), 0017($1.25), 0017($1.25)",3.0,2024-07-21
18940809571,2024-07-22 09:18:00,Visa (Apple Pay EMV),2.75,0026($2.75),1.0,2024-07-22
18941564742,2024-07-22 11:08:00,Visa (Apple Pay EMV),4.0,000A($4.00),1.0,2024-07-22
18957351894,2024-07-25 08:56:00,Visa (Apple Pay EMV),5.5,"001C($2.75), 001C($2.75)",2.0,2024-07-25
18963740821,2024-07-26 10:51:00,Visa (Apple Pay EMV),2.5,"0017($1.25), 001A($1.25)",2.0,2024-07-26
18966242601,2024-07-26 20:09:00,Visa (Apple Pay EMV),2.75,001C($2.75),1.0,2024-07-26
18973174439,2024-07-28 20:32:00,Visa (EMV Contactless),4.0,000A($4.00),1.0,2024-07-28
19000674656,2024-08-02 19:25:00,Visa (EMV Contactless),2.75,0025($2.75),1.0,2024-08-02
19005965956,2024-08-04 10:30:00,Visa (Apple Pay EMV),2.75,0026($2.75),1.0,2024-08-04
19011348377,2024-08-05 13:04:00,Visa (Apple Pay EMV),1.25,0018($1.25),1.0,2024-08-05
19015357636,2024-08-06 09:19:00,Cash,3.0,0007($3.00),1.0,2024-08-06
19015361952,2024-08-06 09:20:00,Cash,3.0,0008($3.00),1.0,2024-08-06
19015366795,2024-08-06 09:21:00,Cash,3.0,0006($3.00),1.0,2024-08-06
19015373879,2024-08-06 09:22:00,Cash,3.0,0005($3.00),1.0,2024-08-06
19015372117,2024-08-06 09:22:00,Cash,3.0,0005($3.00),1.0,2024-08-06
19015377587,2024-08-06 09:22:00,Cash,3.0,0004($3.00),1.0,2024-08-06
19015380604,2024-08-06 09:23:00,Cash,3.0,0003($3.00),1.0,2024-08-06
19015415172,2024-08-06 09:28:00,Cash,3.75,0002($3.75),1.0,2024-08-06
19015420040,2024-08-06 09:29:00,Cash,3.75,0001($3.75),1.0,2024-08-06
19015607389,2024-08-06 09:54:00,Visa (Apple Pay Cash EMV),2.5,0020($2.50),1.0,2024-08-06
19015612954,2024-08-06 09:55:00,Visa (Apple Pay Cash EMV),2.0,0019($2.00),1.0,2024-08-06
19016997919,2024-08-06 13:18:00,Visa (Apple Pay Cash EMV),2.5,0023($2.50),1.0,2024-08-06
19018464705,2024-08-06 19:08:00,Visa (Apple Pay Cash EMV),4.0,000D($4.00),1.0,2024-08-06
19018466459,2024-08-06 19:08:00,Visa (Apple Pay EMV),4.0,000E($4.00),1.0,2024-08-06
